Factor Name,Mean,Median,Mode,Variance,Covariance,Correlation
"Depositors with commercial banks (per 1,000 adults)",292.88683151524066,297.0100632576663,297.0100632576663,5592.356503130153,186.3793448720199,0.39720808606385793
Domestic credit provided by financial sector (% of GDP),30.0,30.0,30.0,0.0,,
Domestic credit to private sector (% of GDP),21.34069506989514,22.9112803258367,11.0227400022404,24.316064102937915,-3.176347938287596,-0.10265950219758552
Domestic credit to private sector by banks (% of GDP),21.001035638670377,22.0219585620684,11.0227400022404,23.536622707008092,-3.333218355409976,-0.10949881433229978
GDP deflator (base year varies by country),34.315428140691445,9.46825132577933,0.921742002071371,2178.2698564387733,111.70013199859184,0.3814306343675361
GDP deflator: linked series (base year varies by country),63.93774271122152,64.40551994108435,64.40551994108435,1206.2700406729914,84.49435975900283,0.38772443640573295
"Inflation, consumer prices (annual %)",8.98613495975576,7.44462469342739,-0.5164622336985,45.86233665584947,-9.614380085782674,-0.22626163590520992
"Inflation, GDP deflator (annual %)",9.680538240077352,8.37360999459469,-1.14926605359558,92.52062272625825,-26.636460651222194,-0.4413417046019993
"Inflation, GDP deflator: linked series (annual %)",9.365191055274494,8.933397165513156,8.933397165513156,23.71661392147549,-9.69546863963042,-0.31729277918253157
"Interest rate spread (lending rate minus deposit rate, %)",5.430995619631747,4.922104926188494,4.922104926188494,17.29708673381936,-14.86827097164705,-0.569759677563184
Lending interest rate (%),11.51629101469236,11.08685806179693,11.08685806179693,13.391504442632067,-11.582623576448439,-0.5044405403897607
"Listed domestic companies, total",628.3719063545151,637.5652173913044,637.5652173913044,8525.784973462265,165.03917105614372,0.28486400160083025
Market capitalization of listed domestic companies (% of GDP),18.310259333313017,17.955732135396033,17.955732135396033,34.248018729059936,-7.29032717652243,-0.19853954287844505
Market capitalization of listed domestic companies (current US$),28731265790.855946,29180191818.18182,29180191818.18182,1.385605525527217e+20,30429209750.04768,0.41199182182924404
Monetary Sector credit to private sector (% GDP),21.525310454510528,22.9112803258367,11.0227400022404,30.15368806711185,-8.184793475199374,-0.23755010745471866
Net domestic credit (current LCU),4836478029435.031,520319839350.48,44.0,8.44410808102347e+25,24351982658189.176,0.4223525870947764
Net foreign assets (current LCU),107413578869.20084,1429519226.03746,-2476379369983.76,3.4969690505048516e+23,462473286039.723,0.12464029892370088
"Official exchange rate (LCU per US$, period average)",48.42509508284353,25.0827916666667,4.7619000037619,2995.0032168456337,114.8008587381049,0.33432142925689606
Real effective exchange rate index (2010 = 100),124.62458227788673,121.644338211006,125.83746637597868,1116.3772192262506,3.8115163842896314,0.018180676232083363
Real interest rate (%),3.4879305421857563,2.7924294569074086,2.7924294569074086,32.99060109118514,-18.305533340989314,-0.507931324864885
"Risk premium on lending (lending rate minus treasury bill rate, %)",2.8066016274218724,2.0848297778503397,2.0848297778503397,34.204869408134094,-20.13971730221491,-0.5488164578840187
S&P Global Equity Indices (annual % change),10.147844327081252,9.525154394691896,9.525154394691896,590.5954213945082,-44.56873755981539,-0.29228263864064913
"Stocks traded, total value (% of GDP)",25.92759605511827,25.53583974347949,25.53583974347949,319.47312999169446,-32.80715277797452,-0.2925291150844488
"Stocks traded, total value (current US$)",36223787816.184616,36789784500.0,36789784500.0,6.881997670726804e+20,-6168384342.54662,-0.03747415856929204
"Stocks traded, turnover ratio of domestic shares (%)",137.23156867193862,138.54768693243767,138.54768693243767,5658.725214562983,-143.01586548513768,-0.3030000085104311
Wholesale price index (2010 = 100),46.23230168179406,18.71293728072,1.56893513954221,2980.0693967622524,137.8927345779261,0.4025741829263096
