Factor Name,Mean,Median,Mode,Variance,Covariance,Correlation
"Contraceptive prevalence, any method (% of married women ages 15-49)",21.78,21.78,21.78,34.09161904761905,1.468616780045351,0.09134206654695418
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",17.192307692307693,17.192307692307693,17.192307692307693,9.473797313797313,0.0,0.0
Current health expenditure (% of GDP),2.582354263181818,2.582354263181818,2.582354263181818,0.019911950369474078,0.07544939380952384,0.19417128942303472
Current health expenditure per capita (current US$),27.53286218590909,27.53286218590909,27.53286218590909,32.519920784005386,9.45824924882086,0.602312914820571
"Current health expenditure per capita, PPP (current international $)",107.18090443094124,107.18090443094124,107.18090443094124,291.05826180265,28.094257605302616,0.598017309761018
"Death rate, crude (per 1,000 people)",11.10036507936508,10.637,6.765,13.182700200050391,-0.6369024943310647,-0.0637025653920064
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),39.15,39.15,39.15,7.457936507936508,0.0,0.0
Diabetes prevalence (% of population ages 20 to 79),16.83333333333333,16.833333333333332,16.833333333333332,4.765185185185186,3.0529856386999237,0.5078916001919164
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),35.15,35.15,35.15,0.09539682539682558,0.0,0.0
Diarrhea treatment (% of children under 5 who received ORS packet),39.875,39.875,39.875,1.4935714285714288,0.0,0.0
Domestic general government health expenditure (% of current health expenditure),26.896987525,26.896987525,26.896987525,14.44885420385321,0.6641270410884341,0.06344839193057983
Domestic general government health expenditure (% of GDP),0.6984298218181817,0.6984298218181817,0.6984298218181817,0.013830761297834027,0.038348621428571414,0.1184166780778123
Domestic general government health expenditure (% of general government expenditure),4.083531260000001,4.08353126,4.08353126,0.4900602527468397,-0.18988557303854883,-0.09850389194369437
Domestic general government health expenditure per capita (current US$),7.483601241818183,7.483601241818183,7.483601241818183,4.491973390151106,3.121916298072562,0.5349199900847033
"Domestic general government health expenditure per capita, PPP (current international $)",29.1147164310456,29.1147164310456,29.1147164310456,50.52757746995475,9.484950356510987,0.48457051435754295
Domestic private health expenditure (% of current health expenditure),67.34746759681818,67.34746759681818,67.34746759681818,13.902742775746548,-2.6814478582766426,-0.2611591659135883
Domestic private health expenditure per capita (current US$),18.34477272227273,18.34477272227273,18.34477272227273,11.614144655691728,5.283640156099773,0.5630225339984879
"Domestic private health expenditure per capita, PPP (current international $)",71.55282804937687,71.55282804937686,71.55282804937686,99.95920179627535,14.804805404447443,0.537746353348498
Exclusive breastfeeding (% of children under 6 months),36.546735,36.546735000000005,36.546735000000005,10.821932121034127,1.357103458049885,0.1498120389053462
External health expenditure (% of current health expenditure),5.75554474,5.75554474,5.75554474,1.6679501847470122,2.0173192814739225,0.5672431524829835
External health expenditure per capita (current US$),1.70448884,1.70448884,1.70448884,0.3553985135610932,1.0526929716553286,0.6412539896983518
"External health expenditure per capita, PPP (current international $)",6.513359938976918,6.513359938976919,6.513359938976919,4.6057203451285265,3.8045016320684484,0.6437765495296707
Female genital mutilation prevalence (%),,,,,,
Female headed households (% of households with a female head),10.225,10.225,10.225,0.24488095238095245,0.0,0.0
"Fertility rate, total (births per woman)",5.6926507936507935,6.2490000000000006,6.8,1.4160934018644495,-0.5376281179138317,-0.16406735811202397
"Hospital beds (per 1,000 people)",0.5193213396658757,0.5193213396658756,0.5193213396658756,0.002085880709152908,0.012061860272001223,0.09590819546245047
"Immunization, DPT (% of children ages 12-23 months)",53.31818181818182,53.31818181818182,53.31818181818182,319.1673881673882,8.521541950113376,0.17321882639456876
"Immunization, HepB3 (% of one-year-old children)",68.61904761904762,68.61904761904762,68.61904761904762,41.53892668178382,6.050966418313356,0.34094416930102006
"Immunization, measles (% of children ages 12-23 months)",54.88636363636363,54.88636363636363,54.88636363636363,275.8481240981241,8.61678004535147,0.1884066163665713
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",,,,,,
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",,,,,,
"Incidence of HIV, all (per 1,000 uninfected population)",,,,,,
"Incidence of malaria (per 1,000 population at risk)",5.464014467649264,5.464014467649264,5.464014467649264,1.7534829771667013,-1.1369816391276002,-0.3118091351804739
"Incidence of tuberculosis (per 100,000 people)",272.9166666666667,272.9166666666667,272.9166666666667,9.298941798941797,-3.020408163265306,-0.3596955218501339
"Life expectancy at birth, female (years)",60.09836507936508,60.682500000000005,63.967,45.349446263542475,2.027927437641723,0.10935850822170741
"Life expectancy at birth, male (years)",58.302095238095234,59.188500000000005,46.282,21.841128022675736,1.119689342403626,0.08700539290219347
"Life expectancy at birth, total (years)",59.12196825396825,59.906,60.116,31.685970094230285,1.568650793650792,0.10119963122515599
Lifetime risk of maternal death (%),1.176958193735016,1.1769581937350162,1.1769581937350162,0.0650617638250487,-0.35804510807657575,-0.5097544061062098
Lifetime risk of maternal death (1 in: rate varies by country),97.38095238095238,97.38095238095238,97.38095238095238,388.4913076341648,26.602850664075152,0.4901439923029776
Low-birthweight babies (% of births),,,,,,
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",250.09523809523813,250.0952380952381,250.0952380952381,1659.3620559334845,-56.816974408811134,-0.5065166034969167
"Maternal mortality ratio (national estimate, per 100,000 live births)",250.0,250.0,250.0,0.0,0.0,
"Mortality caused by road traffic injury (per 100,000 population)",13.934999999999999,13.935,13.935,0.07723015873015873,-0.32199546485260755,-0.4207677557059498
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",31.925,31.925,31.925,0.6117063492063497,-1.101133786848072,-0.5112752324125683
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",28.520000000000003,28.520000000000003,28.520000000000003,0.2878095238095237,-0.7111111111111111,-0.48136115929776785
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",34.965,34.965,34.965,0.895642857142857,-1.344671201814058,-0.5159823318825105
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",192.09999999999997,192.1,192.1,8.20615687056575e-28,-6.411060055129492e-30,-8.1272963899082e-17
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",157.5,157.5,157.5,0.0,0.0,
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",225.09999999999997,225.1,225.1,8.20615687056575e-28,-6.411060055129492e-30,-8.1272963899082e-17
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",2.09,2.09,2.09,0.035206349206349206,-0.1931972789115646,-0.3739182560160666
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",2.16,2.16,2.16,0.04393650793650793,-0.2015873015873015,-0.34925011974291864
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",2.0149999999999997,2.015,2.015,0.028341269841269837,-0.1507936507936507,-0.3252816495341188
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",38.800000000000004,38.8,38.8,5.128848044103594e-29,1.602765013782373e-30,8.1272963899082e-17
"Mortality rate, adult, female (per 1,000 female adults)",214.31528571428572,194.6235,137.509,5109.521157918368,-19.01199773242629,-0.09658814229489075
"Mortality rate, adult, male (per 1,000 male adults)",239.40919047619047,223.41449999999998,204.448,1538.3900567573696,-3.8753265306122384,-0.035880726655882676
"Mortality rate, infant (per 1,000 live births)",105.75079365079364,105.32539682539682,51.0,1254.8783723859917,-10.009750566893414,-0.10261446816103316
"Mortality rate, infant, female (per 1,000 live births)",99.6111111111111,99.15555555555555,46.0,1228.6689241622576,-9.684580498866202,-0.1003343257819565
"Mortality rate, infant, male (per 1,000 live births)",111.55555555555556,111.22777777777779,55.8,1279.5688183421512,-10.31995464852607,-0.10476883747988112
"Mortality rate, neonatal (per 1,000 live births)",62.62539682539683,63.949999999999996,38.8,163.06379944570423,-5.307256235827659,-0.15093064836507397
"Mortality rate, under-5 (per 1,000 live births)",138.24920634920636,137.62460317460318,61.0,2561.1272612748803,-13.99024943310656,-0.10039129085396827
"Mortality rate, under-5, female (per 1,000 live births)",135.2873015873016,134.54365079365078,56.5,2717.559838750315,-14.11950113378683,-0.0983594190837931
"Mortality rate, under-5, male (per 1,000 live births)",141.03650793650795,140.518253968254,65.3,2417.003270345175,-13.851473922902482,-0.10231599454189447
Newborns protected against tetanus (%),62.51162790697674,62.51162790697674,62.51162790697674,458.0435585086747,3.766439909297047,0.0639092635919688
Number of deaths ages 10-14 years,19065.727272727272,19065.727272727272,19065.727272727272,1667662.707070707,-884.9886621315194,-0.24886840172948246
Number of deaths ages 15-19 years,25946.939393939392,25946.939393939392,25946.939393939392,6159829.236171236,917.9206349206344,0.1343095694522852
Number of deaths ages 20-24 years,25240.060606060608,25240.060606060608,25240.060606060608,2649642.728234729,-992.5691609977324,-0.22143857531780597
Number of deaths ages 5-9 years,27956.484848484848,27956.484848484848,27956.484848484848,3068908.321308321,-2470.580498866213,-0.5121453241861871
Number of infant deaths,418887.4285714286,421130.2142857143,323638.0,3209451838.086168,-39151.18594104308,-0.2509664403787121
Number of maternal deaths,14942.857142857143,14942.857142857143,14942.857142857143,3920181.4058956914,-2663.103336572724,-0.4884511055010369
Number of neonatal deaths,266743.0634920635,281076.0,183406.0,2520376055.6467624,-18306.65079365079,-0.13242268370046154
"Number of surgical procedures (per 100,000 population)",,,,,,
Number of under-five deaths,536759.6507936508,529502.0,386364.0,5471885105.401865,-56718.528344671184,-0.2784470552273264
"Nurses and midwives (per 1,000 people)",0.43617391304347825,0.4361739130434782,0.4361739130434782,0.005821734989648033,0.025612639258601973,0.12190296727191913
Out-of-pocket expenditure (% of current health expenditure),62.43602267181818,62.43602267181818,62.43602267181818,11.033168369024109,-1.6785279081632642,-0.18351205729629513
Out-of-pocket expenditure per capita (current US$),17.106881293181818,17.106881293181818,17.106881293181818,10.966692194374357,5.142029162199546,0.5638750370171172
"Out-of-pocket expenditure per capita, PPP (current international $)",66.4619220115231,66.46192201152309,66.46192201152309,94.46901601753954,14.568354345047082,0.5443170781482151
People practicing open defecation (% of population),21.561311534709805,21.561311534709805,21.561311534709805,30.103026935871252,-8.988588826255219,-0.5949392084144417
"People practicing open defecation, rural (% of rural population)",31.74897921713957,31.74897921713957,31.74897921713957,58.47914491294552,-12.499408960407088,-0.5935743576521286
"People practicing open defecation, urban (% of urban population)",2.390755841779327,2.390755841779327,2.390755841779327,0.6717229169495952,-1.339627497749393,-0.5935743576521223
People using at least basic drinking water services (% of population),89.01189831102229,89.01189831102229,89.01189831102229,0.3349003099937333,0.9918501619552174,0.6224069796283052
"People using at least basic drinking water services, rural (% of rural population)",86.05278935337246,86.05278935337246,86.05278935337246,1.3681051649133882,1.912440917268526,0.5937647976059326
"People using at least basic drinking water services, urban (% of urban population)",94.57403380423452,94.57403380423452,94.57403380423452,0.569324664852311,-1.0471585308636946,-0.5039861431586584
People using at least basic sanitation services (% of population),51.10116788171599,51.10116788171599,51.10116788171599,52.04885573767855,11.821589802281327,0.5950541013907936
"People using at least basic sanitation services, rural (% of rural population)",39.24571694935577,39.24571694935577,39.24571694935577,79.39214669411024,14.58893217255006,0.5945945072807858
"People using at least basic sanitation services, urban (% of urban population)",73.25767432532189,73.2576743253219,73.2576743253219,10.785758033247046,5.359373700723111,0.5926180355886717
People using safely managed drinking water services (% of population),40.66310611830795,40.66310611830796,40.66310611830796,10.035527186417088,4.837752482527104,0.5545742607055032
"People using safely managed drinking water services, rural (% of rural population)",35.29166446659466,35.29166446659466,35.29166446659466,12.777517770693853,5.373819256234543,0.5459413241300409
"People using safely managed drinking water services, urban (% of urban population)",50.622990834050036,50.62299083405004,50.62299083405004,4.5151141474616034,3.291550144042372,0.5625385233155943
People using safely managed sanitation services (% of population),,,,,,
"People using safely managed sanitation services, rural (% of rural population)",21.854958568305165,21.854958568305165,21.854958568305165,41.7998051208306,10.371587895119081,0.5825648591255821
"People using safely managed sanitation services, urban (% of urban population)",,,,,,
People with basic handwashing facilities including soap and water (% of population),64.4582395871605,64.45823958716052,64.45823958716052,32.71501448650593,4.991055051273213,0.3168873932958003
"People with basic handwashing facilities including soap and water, rural (% of rural population)",53.039501237171244,53.03950123717125,53.03950123717125,57.93873601263307,6.630894274859058,0.31635430994162006
"People with basic handwashing facilities including soap and water, urban (% of urban population)",85.0974466141133,85.0974466141133,85.0974466141133,3.8402050985804506,1.707122966776534,0.3163543099416162
"Physicians (per 1,000 people)",0.6089705882352942,0.6089705882352942,0.6089705882352942,0.027428364612511674,0.08922048819527809,0.1956369117595157
"Population ages 00-04, female (% of female population)",16.52105992762175,17.631207147744398,12.7549905337992,3.5584959278364865,-0.7915683202425369,-0.15238468741710842
"Population ages 00-04, male (% of male population)",15.97825871231707,16.723894943636402,12.9301562377299,1.9783072612542434,-0.8050327874334178,-0.20785135331455384
Population ages 0-14 (% of total population),42.077712847161,43.0825410476002,37.0380613955353,5.154478854537994,-1.6792965192622387,-0.2686093754026504
"Population ages 0-14, female",26165394.6875,26171492.5,9198230.0,132731439867632.62,3625276.929705213,0.11427216216857553
"Population ages 0-14, female (% of female population)",42.7485448106909,44.070448622765696,36.7796404146113,7.885998284136463,-1.7183969776269041,-0.22221906779183964
"Population ages 0-14, male",27726873.375,27691176.5,9686765.0,148750058662721.78,3605806.972789112,0.10736434074658405
"Population ages 0-14, male (% of male population)",41.49093808718878,42.2330196287287,37.2883473173469,3.954979747458972,-1.6415197742927372,-0.299750659399349
"Population ages 0-14, total",53892268.03125,53862669.0,18884995.0,562471879002490.56,7231083.916099766,0.11072333404362318
"Population ages 05-09, female (% of female population)",14.066755813289728,14.30778079356125,12.1602810850587,0.7403194574261821,-0.48552761725583704,-0.20492291094474147
"Population ages 05-09, male (% of male population)",13.659269279792639,13.768838518317999,12.2302245983061,0.46907200587783837,-0.4714240691017071,-0.24996439667400205
"Population ages 10-14, female (% of female population)",12.160729069779432,12.07846775445355,11.3139624604664,0.22237712581990338,-0.44130104012853727,-0.33984122069296707
"Population ages 10-14, male (% of male population)",11.853410095079063,11.90423452505685,10.2650242908498,0.4042150948420856,-0.3650629177575718,-0.20851995240113522
"Population ages 15-19, female (% of female population)",10.47444406326412,10.5171561803418,9.54644865562288,0.1953937922560945,-0.21880375782503886,-0.17975689422246016
"Population ages 15-19, male (% of male population)",10.27158385750614,10.24914599323185,8.85167654943203,0.4131320025888543,-0.09475931668287398,-0.053538187159806655
Population ages 15-64 (% of total population),54.57330883424264,53.67881801652775,52.0520580022577,4.160918903262805,1.5015329488134408,0.26731689083215576
"Population ages 15-64, female",34706952.40625,30555633.5,11413323.0,354608446730768.1,8673011.705215413,0.16725594166342442
"Population ages 15-64, female (% of female population)",54.042047812498225,53.0031143122102,51.6682917896744,5.203287449053911,1.395215032737125,0.22212037497634735
"Population ages 15-64, male",37489667.546875,33226221.0,14308409.0,353430440652097.06,8905236.002267567,0.17202026710147367
"Population ages 15-64, male (% of male population)",55.03794582559949,54.289097149536246,52.1121088394953,4.077244616777332,1.6024202964354581,0.28819020337712425
"Population ages 15-64, total",72196619.890625,63781854.5,25721732.0,1416033095625826.8,17578247.650793638,0.16963873965071927
"Population ages 20-24, female (% of female population)",8.923943710529404,8.958873937549615,7.97154504144345,0.22049255697302433,0.09007495022390537,0.06966156455711828
"Population ages 20-24, male (% of male population)",8.8117710805585,8.787639288329125,7.53273249133905,0.3815322835430188,0.22845721787970427,0.1343152726856647
"Population ages 25-29, female (% of female population)",7.531854625791554,7.505990117576845,6.68345288613005,0.1616513140445151,0.2690673805625579,0.24302871550637647
"Population ages 25-29, male (% of male population)",7.501896076304719,7.45222302438218,6.4327025647525,0.25390461777461504,0.3877261116263813,0.2794318528061472
"Population ages 30-34, female (% of female population)",6.336740012656628,6.27233219234012,5.83240996282377,0.09336548571456019,0.30567322074454684,0.363287431369775
"Population ages 30-34, male (% of male population)",6.392468053956408,6.325559818238435,5.69521134091613,0.14962823397368716,0.3642522121925554,0.3419649408584341
"Population ages 35-39, female (% of female population)",5.307610048108708,5.2814186517389405,4.84777942717299,0.061558457004289795,0.17933643177139372,0.26248882694789344
"Population ages 35-39, male (% of male population)",5.446096936059571,5.42450068084955,4.78185798764145,0.10715654486314458,0.19846222538773634,0.220168237745579
"Population ages 40-44, female (% of female population)",4.4262099061672,4.39117528285783,4.03175310963321,0.039572781967916026,0.06272722915795015,0.11451014725365799
"Population ages 40-44, male (% of male population)",4.634292851500396,4.600445810838496,4.00084180945615,0.08360631779281792,0.06469579025907783,0.08125360419059541
"Population ages 45-49, female (% of female population)",3.6808951748455137,3.5977200405169203,3.36590162031211,0.03892438419637617,0.11663780503073827,0.21469138776558555
"Population ages 45-49, male (% of male population)",3.92975162486017,3.9074959251679697,3.35548141365134,0.06391501988813063,0.1017537388248742,0.1461622002368582
"Population ages 50-54, female (% of female population)",3.028227485082733,2.91546239351463,2.82362474600607,0.04660987965682853,0.19869051892516404,0.33421375014419324
"Population ages 50-54, male (% of male population)",3.286604039991039,3.326835890362115,2.80498687296795,0.0401560305975367,0.15751865086213854,0.2854583528833736
"Population ages 55-59, female (% of female population)",2.4418588391392424,2.325987589719655,2.2540221694426,0.050646159457005076,0.2175827355962155,0.35110525858266595
"Population ages 55-59, male (% of male population)",2.6800976621069723,2.7246503398544153,2.32118241994821,0.022624595884225843,0.13065075825258393,0.3154334017608358
"Population ages 60-64, female (% of female population)",1.8902639469131266,1.811787120894725,1.50367620054296,0.046113257121606605,0.1742285185497088,0.29464054202973544
"Population ages 60-64, male (% of male population)",2.083383642755569,2.094644972820335,1.85452575685928,0.01070595595023547,0.06366290783329219,0.22343947672837583
Population ages 65 and above (% of total population),3.348978318596357,3.41453000579072,2.41216179386827,0.19544178513048602,0.17776357044880878,0.1460226462787827
"Population ages 65 and above, female",2217563.5625,1874363.0,449730.0,2178769646250.5356,814664.5306122445,0.20042842344903725
"Population ages 65 and above, female (% of female population)",3.2094073768108724,3.198356151626445,2.13533999804285,0.4008811345292007,0.32318194488976354,0.18536402070938887
"Population ages 65 and above, male",2419282.25,2284740.0,652853.0,1576077874826.9524,515962.84807256196,0.1492504865245105
"Population ages 65 and above, male (% of male population)",3.471116087211744,3.606223752718515,2.64870090106403,0.09081468635134907,0.039099477857267306,0.04711715664796074
"Population ages 65 and above, total",4636845.71875,4159103.0,1102583.0,7424707212017.252,1330627.2993197273,0.17733845621274555
"Population ages 65-69, female (% of female population)",1.3782269323278742,1.351033655888285,1.01312779225715,0.03850824540861406,0.10299815934040793,0.19060696161489962
"Population ages 65-69, male (% of male population)",1.5154342213922347,1.539128105712805,1.27062540056284,0.007521918105308183,-0.004478597295156449,-0.018752702913912844
"Population ages 70-74, female (% of female population)",0.9298775203646971,0.9265098850741389,0.652644355776476,0.02938976100760867,0.09176333309536605,0.19438256698653067
"Population ages 70-74, male (% of male population)",1.0127259541592593,1.04677427478905,0.830136509596601,0.0066334432942820355,0.010549449393038902,0.047037739541114815
"Population ages 75-79, female (% of female population)",0.5455454947235481,0.553645677942681,0.295549421181986,0.019342959211740764,0.06998848154330635,0.1827474280847536
"Population ages 75-79, male (% of male population)",0.582630590771902,0.6182466880043049,0.366282874614728,0.006084935942532545,0.01805777836950595,0.08406640456104694
"Population ages 80 and above, female (% of female population)",0.35575742939475363,0.367166932721337,0.133465278444813,0.017567300911329242,0.05843197091068535,0.1600973618349623
"Population ages 80 and above, male (% of male population)",0.3603253208883478,0.39126261631167947,0.157649538392049,0.007518577968599772,0.014970847389878276,0.06269958838169272
Population growth (annual %),2.681153565707045,2.769805824080135,1.30216393815952,0.40433992016187636,-0.4159546716026419,-0.2375520901982069
"Population, female",63089910.546875,58601489.5,21061283.0,1005558404047759.0,13112953.16553287,0.15016994455633828
"Population, female (% of total population)",47.83970240135872,48.110915912517754,46.0765727173867,0.8661145096510844,0.19645947085596088,0.0766604692359044
"Population, male",67635823.140625,63202137.5,24648027.0,1031559250478307.0,13027005.566893416,0.14729352987355346
"Population, male (% of total population)",52.16029759864128,51.889084087482246,50.7995822427404,0.8661145096510922,-0.19645947085596088,-0.07666046923590406
"Population, total",130725733.6875,121803627.0,45709310.0,4073985413352799.0,26139958.732426286,0.1487240909706405
Pregnant women receiving prenatal care (%),52.36000000000001,52.36,52.36,89.90450793650794,6.856598639455782,0.2626057035497423
Prevalence of anemia among children (% of children ages 6-59 months),58.175,58.175,58.175,1.80186507936508,-2.1687074829931983,-0.5867133956729164
Prevalence of anemia among non-pregnant women (% of women ages 15-49),41.355,41.355,41.355,0.20396031746031779,0.3244897959183673,0.2609242026585913
Prevalence of anemia among pregnant women (%),47.03,47.03,47.03,0.5968571428571426,-1.145578231292517,-0.53848760979431
Prevalence of anemia among women of reproductive age (% of women ages 15-49),41.845000000000006,41.845000000000006,41.845000000000006,0.14808730158730163,0.1678004535147399,0.15835084339716834
Prevalence of current tobacco use (% of adults),26.028571428571432,26.02857142857143,26.02857142857143,4.16657596371882,-4.253449951409134,-0.7567245700472089
"Prevalence of current tobacco use, females (% of female adults)",11.714285714285712,11.714285714285714,11.714285714285714,2.502358276643991,-3.335795270489148,-0.7657919625645341
"Prevalence of current tobacco use, males (% of male adults)",40.51428571428572,40.51428571428572,40.51428571428572,6.040453514739231,-5.1298995788791695,-0.7579843705876443
"Prevalence of HIV, female (% ages 15-24)",0.09999999999999999,0.1,0.1,1.956500260964811e-34,-3.1304004175436975e-33,-8.1272963899082e-17
"Prevalence of HIV, male (% ages 15-24)",0.09999999999999999,0.1,0.1,1.956500260964811e-34,-3.1304004175436975e-33,-8.1272963899082e-17
"Prevalence of HIV, total (% of population ages 15-49)",0.1121212121212121,0.1121212121212121,0.1121212121212121,0.000557960557960558,0.025623582766439904,0.39393472431482945
Prevalence of moderate or severe food insecurity in the population (%),24.662499999999998,24.6625,24.6625,20.687916666666666,0.5199546485260765,0.04151387244074529
"Prevalence of overweight (modeled estimate, % of children under 5)",4.5260869565217385,4.5260869565217385,4.5260869565217385,0.32800552104899927,-0.8678004535147391,-0.5502568480788987
"Prevalence of overweight, weight for height (% of children under 5)",4.785714285714286,4.785714285714286,4.785714285714286,0.446485260770975,0.0,0.0
"Prevalence of overweight, weight for height, female (% of children under 5)",4.3500000000000005,4.35,4.35,0.23293650793650794,2.0034562672279664e-31,1.5074650324502433e-31
"Prevalence of overweight, weight for height, male (% of children under 5)",4.166666666666667,4.166666666666667,4.166666666666667,0.3154497354497354,0.0,0.0
Prevalence of severe food insecurity in the population (%),5.762500000000001,5.7625,5.7625,3.7015674603174604,0.11428571428571431,0.021571744757862374
"Prevalence of severe wasting, weight for height (% of children under 5)",4.516666666666667,4.516666666666667,4.516666666666667,0.1518783068783069,0.0,0.0
"Prevalence of severe wasting, weight for height, female (% of children under 5)",4.216666666666666,4.216666666666666,4.216666666666666,0.16997354497354497,0.0,0.0
"Prevalence of severe wasting, weight for height, male (% of children under 5)",4.833333333333333,4.833333333333333,4.833333333333333,0.16529100529100527,0.0,0.0
"Prevalence of stunting, height for age (% of children under 5)",46.67142857142857,46.67142857142857,46.67142857142857,6.99800453514739,0.0,0.0
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",41.67826086956522,41.67826086956522,41.67826086956522,4.533636991028295,-2.0369614512471648,-0.3474126268339426
"Prevalence of stunting, height for age, female (% of children under 5)",42.68333333333334,42.68333333333334,42.68333333333334,1.8442592592592593,0.0,0.0
"Prevalence of stunting, height for age, male (% of children under 5)",45.35000000000001,45.35,45.35,3.0710317460317462,1.602765013782373e-30,3.3213440176008395e-31
Prevalence of undernourishment (% of population),15.554545454545455,15.554545454545456,15.554545454545456,3.705310245310245,-0.7632859204287779,-0.14399954610360524
"Prevalence of underweight, weight for age (% of children under 5)",33.725,33.725,33.725,4.23642857142857,0.0,0.0
"Prevalence of underweight, weight for age, female (% of children under 5)",31.11666666666667,31.11666666666667,31.11666666666667,2.3252116402116396,0.0,0.0
"Prevalence of underweight, weight for age, male (% of children under 5)",32.583333333333336,32.583333333333336,32.583333333333336,2.1087037037037035,0.0,0.0
"Prevalence of wasting, weight for height (% of children under 5)",14.328571428571426,14.328571428571427,14.328571428571427,2.7367346938775516,-4.006912534455933e-31,-8.795887658761615e-32
"Prevalence of wasting, weight for height, female (% of children under 5)",11.866666666666667,11.866666666666667,11.866666666666667,1.075767195767196,0.0,0.0
"Prevalence of wasting, weight for height, male (% of children under 5)",13.516666666666666,13.516666666666666,13.516666666666666,1.006164021164021,0.0,0.0
"Probability of dying among adolescents ages 10-14 years (per 1,000)",4.548484848484849,4.548484848484849,4.548484848484849,0.27749879749879747,-0.5866213151927436,-0.4044021416164486
