Factor Name,Mean,Median,Mode,Variance,Covariance,Correlation
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",41.32158823529412,41.32158823529412,41.32158823529412,0.9160463211951448,0.25798990524290555,0.19508586921953538
"Labor force participation rate for ages 15-24, total (%) (national estimate)",41.010512820512815,41.010512820512815,41.010512820512815,10.840842122914124,0.0345049357926024,0.007584579907081591
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",18.920735294117648,18.920735294117645,18.920735294117645,8.685718295518207,2.860574272246272,0.7024771074958145
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",15.438219512195122,15.438219512195124,15.438219512195124,22.440028365466514,1.217055156970401,0.18594323292508627
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",19.636970588235293,19.636970588235293,19.636970588235293,10.385153126517274,3.2080812380952386,0.7204779975961778
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",80.54894117647058,80.54894117647058,80.54894117647058,1.596376315592902,-0.7303007864357864,-0.4183270499052092
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",80.34626829268294,80.34626829268294,80.34626829268294,44.850728445218735,-0.43578495709710213,-0.04709440362860415
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.6500588235294,82.6500588235294,82.6500588235294,1.2382392997198866,-0.503915842231842,-0.32774610386480224
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",50.6195,50.6195,50.6195,0.5651496904761903,0.8288210481000478,0.7979227395773615
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",48.633658536585365,49.175,48.633658536585365,15.889799606658919,0.23741539924213095,0.04310538140180054
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",52.04305882352941,52.04305882352941,52.04305882352941,1.084610410830999,1.1925617859547857,0.8287543518473548
Labor force with advanced education (% of total working-age population with advanced education),63.28679999999999,63.2868,63.2868,1.7356856253968265,0.5301662126984136,0.29124490120265323
"Labor force with advanced education, female (% of female working-age population with advanced education)",30.221533333333333,30.221533333333333,30.221533333333333,6.581862376719578,1.9031093904761907,0.5368725151140439
"Labor force with advanced education, male (% of male working-age population with advanced education)",84.21233333333333,84.21233333333333,84.21233333333333,1.6366784973544974,0.736849428571429,0.41684911152703286
Labor force with basic education (% of total working-age population with basic education),52.6458,52.6458,52.6458,1.1968738793650797,0.2038526412698411,0.13485714644377117
"Labor force with basic education, female (% of female working-age population with basic education)",13.700133333333332,13.700133333333332,13.700133333333332,0.7441724402116405,0.6110075301587304,0.5126153289513348
"Labor force with basic education, male (% of male working-age population with basic education)",76.51206666666667,76.51206666666667,76.51206666666667,2.6068146497354494,0.5479884634920635,0.24563947278947945
Labor force with intermediate education (% of total working-age population with intermediate education),49.07826666666666,49.07826666666666,49.07826666666666,2.067139602116403,0.19737720317460428,0.09935595556975749
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",11.121333333333332,11.121333333333332,11.121333333333332,0.24259732275132279,0.15395085714285728,0.22621475404907632
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",72.96313333333333,72.96313333333333,72.96313333333333,4.752680281481483,0.7407584825396829,0.24591733907552454
"Labor force, female (% of total labor force)",18.136953374075915,18.13695337407591,18.13695337407591,7.351387245417996,2.543893909810085,0.6790412585753591
"Labor force, total",55125721.52941176,55125721.52941176,55125721.52941176,125179267758360.77,12367434.77852285,0.8000096816072538
Net migration,-306832.578125,-62684.0,-2290411.0,471081246652.18427,-457449.8499158249,-0.482366789140077
"Part time employment, female (% of total female employment)",41.472307692307695,41.472307692307695,41.472307692307695,2.7158639804639804,0.43164768009768,0.1895645922191101
"Part time employment, male (% of total male employment)",7.217692307692308,7.217692307692308,7.217692307692308,0.11248302808302808,-0.16600799755799758,-0.3582344342927023
"Part time employment, total (% of total employment)",14.542307692307691,14.542307692307691,14.542307692307691,0.19630842490842482,0.08362482295482301,0.13659901243191652
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),23.590679296010283,23.59067929601028,23.59067929601028,15.6837895415767,3.762131660192164,0.6875278652043733
Ratio of female to male labor force participation rate (%) (national estimate),19.54144150716229,19.54144150716229,19.54144150716229,44.98972361596899,1.6532228488833036,0.1783842693312964
Refugee population by country or territory of asylum,1822365.911111111,1822365.911111111,1822365.911111111,369537719281.61346,12969.499054353064,0.015441007440662392
Refugee population by country or territory of origin,57715.52777777778,57715.52777777778,57715.52777777778,3452329013.0947976,46503.147396825385,0.5728066825810605
"Self-employed, female (% of female employment) (modeled ILO estimate)",72.98037887747512,72.9803788774751,72.9803788774751,10.018584576102851,1.249512289194864,0.2857058710509752
"Self-employed, male (% of male employment) (modeled ILO estimate)",59.190347534620514,59.190347534620514,59.190347534620514,8.586513202661898,-3.286428308785948,-0.8117037630054175
"Self-employed, total (% of total employment) (modeled ILO estimate)",61.8939096113524,61.89390961135239,61.89390961135239,4.304119737841557,-2.088338011168507,-0.7285182548555859
"Share of youth not in education, employment or training, female (% of female youth population)",58.41093333333333,58.41093333333333,58.41093333333333,4.093690491005292,-1.0074683523809527,-0.3603758899779739
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",57.456526315789475,57.45652631578948,57.45652631578948,3.170777979949872,-1.0973718913951565,-0.44601835591643646
"Share of youth not in education, employment or training, male (% of male youth population)",9.505533333333334,9.505533333333334,9.505533333333334,1.8755756783068784,0.30444718412698396,0.1608890483472002
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",9.144684210526316,9.144684210526316,9.144684210526316,1.6114719381787803,1.0351709824561404,0.5901773437103637
"Share of youth not in education, employment or training, total (% of youth population)",33.542333333333325,33.54233333333333,33.54233333333333,2.4816651957671967,-0.28134334920634907,-0.12925485822248067
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",32.55415789473684,32.55415789473684,32.55415789473684,1.2474072464494563,-0.02133064995822822,-0.013822346478401092
Unemployment with advanced education (% of total labor force with advanced education),6.176588235294118,6.176588235294117,6.176588235294117,6.9120924145658265,1.8146872539682537,0.4995498561999725
"Unemployment with advanced education, female (% of female labor force with advanced education)",12.831705882352942,12.831705882352942,12.831705882352942,39.07919291316526,3.9599108571428565,0.45845259364265084
"Unemployment with advanced education, male (% of male labor force with advanced education)",4.409294117647058,4.409294117647058,4.409294117647058,2.5730468496732026,0.9320226507936509,0.4205178522275354
Unemployment with basic education (% of total labor force with basic education),2.628823529411765,2.628823529411765,2.628823529411765,1.4803008646125118,0.4498426666666666,0.26758851294306935
"Unemployment with basic education, female (% of female labor force with basic education)",5.419857142857143,5.419857142857143,5.419857142857143,7.096461646258502,-0.00763922448979604,-0.002075439892297934
"Unemployment with basic education, male (% of male labor force with basic education)",2.4265882352941173,2.4265882352941173,2.4265882352941173,1.1370840336134456,0.4426440793650794,0.30042785457477184
Unemployment with intermediate education (% of total labor force with intermediate education),4.265823529411765,4.265823529411765,4.265823529411765,2.5448017217553685,0.8948030158730157,0.4059591006279965
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",9.39935294117647,9.39935294117647,9.39935294117647,16.81723225210084,2.3784102698412695,0.4197506022569795
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",3.7852941176470587,3.785294117647059,3.785294117647059,1.982369040149393,0.7175212222222221,0.36882836639752936
"Unemployment, female (% of female labor force) (modeled ILO estimate)",2.1662424242424243,2.1662424242424243,2.1662424242424243,3.857140985088985,2.6815419009139005,0.9881745128038465
"Unemployment, female (% of female labor force) (national estimate)",7.548926829268292,7.548926829268292,7.548926829268292,24.379258202864882,-1.3322346419244708,-0.19527754039700965
"Unemployment, male (% of male labor force) (modeled ILO estimate)",1.7993636363636365,1.7993636363636365,1.7993636363636365,1.5145143116883117,1.6960184386724386,0.9974145427461205
"Unemployment, male (% of male labor force) (national estimate)",3.4578536585365853,3.4578536585365853,3.4578536585365853,1.6218068114595432,0.19020494029728177,0.10809461283480633
"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.894030303030303,1.894030303030303,1.894030303030303,1.909133793169793,1.9091337931697934,1.0
"Unemployment, total (% of total labor force) (national estimate)",3.7136326530612243,3.7136326530612247,3.7136326530612247,3.267898720440557,-0.06771354911603876,-0.02710959944039753
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",3.428121212121212,3.428121212121212,3.428121212121212,9.283156278018279,4.117644998075998,0.9780991644700318
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",9.452615384615385,9.452615384615385,9.452615384615385,27.336306986568985,-0.6436620980130977,-0.08909838508480457
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",3.517969696969697,3.517969696969697,3.517969696969697,6.183195158249158,3.372746889369889,0.9816554696997642
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",6.270653846153847,6.270653846153847,6.270653846153847,4.604401331501832,0.6925911694601695,0.2335996469352799
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",3.5181515151515157,3.518151515151516,3.518151515151516,6.6656080038480034,3.54743214045214,0.9944341477957682
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",6.766884615384615,6.766884615384615,6.766884615384615,6.195761692918193,0.5151988892588892,0.14979916167581744
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",72.83284054478369,72.83284054478369,72.83284054478369,10.193446407709361,1.2871214956800052,0.2917701366842523
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",57.84247209507798,57.84247209507798,57.84247209507798,9.93485990734467,-3.602008149325225,-0.8270764115334919
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",60.77848569628317,60.77848569628317,60.77848569628317,4.774181029879741,-2.3070532799781636,-0.7641700289346859
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",27.01962052879788,27.019620528797883,27.019620528797883,10.018581775334184,-1.2495112835191005,-0.28570568103483945
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",40.809652213234315,40.80965221323431,40.80965221323431,8.586513926292099,3.286428341519084,0.8117037368868133
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",38.106090579608754,38.106090579608754,38.106090579608754,4.304119448610394,2.0883379889538514,0.7285182715837202
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
