Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Pakistan,PAK,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.3,..,..,..,..,..,..
Pakistan,PAK,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.4,21.1,..,20.5,..,18.5,..,..,16.7,..,..,..,..,..
Pakistan,PAK,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,23.2,..,..,..,..,..,3.9,..,6.4,..,..,6.8,..,..,3.9,3.5,..,2.3,..,..,1.3,1.3,..,1.1,..,0.7,..,..,0.6,..,..,..,..,..
Pakistan,PAK,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.6,..,..,46.6,..,..,..,..,..,22.4,..,25.7,..,..,28.3,..,..,20.6,20.5,..,17.4,..,..,13.5,13.3,..,11.1,..,9.2,..,..,9,..,..,..,..,..
Pakistan,PAK,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.9,..,..,69.3,..,..,..,..,..,52.3,..,54,..,..,57.1,..,..,49.6,49.7,..,46.9,..,..,43.1,42.4,..,39.2,..,36.1,..,..,36.3,..,..,..,..,..
Pakistan,PAK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.3,..,..,65.1,..,..,..,..,..,22.3,..,29.8,..,..,33.3,..,..,20.2,20.3,..,14.9,..,..,9.4,9.6,..,7.4,..,5.1,..,..,4.9,..,..,..,..,..
Pakistan,PAK,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.1,..,..,89.6,..,..,..,..,..,70,..,71.6,..,..,77.4,..,..,64.8,65.1,..,60.6,..,..,52.4,51.7,..,44.6,..,40,..,..,39.8,..,..,..,..,..
Pakistan,PAK,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.7,..,..,98,..,..,..,..,..,94.7,..,93.4,..,..,96,..,..,92.2,92.4,..,91.4,..,..,90.4,89.1,..,86.5,..,83.8,..,..,84.5,..,..,..,..,..
Pakistan,PAK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.3,..,..,51.7,50.4,..,44.1,..,..,36.8,36.3,..,29.5,..,24.3,..,..,21.9,..,..,..,..,..
Pakistan,PAK,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.3,..,..,65.1,..,..,..,..,..,39.7,..,42.8,..,..,45.1,..,..,38.3,38,..,35.6,..,..,31.7,31.9,..,30.3,..,28.6,..,..,27.9,..,..,..,..,..
Pakistan,PAK,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.4,..,..,9.2,..,..,..,..,..,2.9,..,5.4,..,..,3.5,..,..,4.4,3.6,..,3.1,..,..,3,3.2,..,4.1,..,3.7,..,..,3.5,..,..,..,..,..
Pakistan,PAK,Prosperity gap (average shortfall from a prosperity standard of $25/day),SI.SPR.PGAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.2,..,..,16.1,..,..,..,..,..,9,..,9.8,..,..,10.3,..,..,8.8,8.7,..,8.1,..,..,7.4,7.3,..,6.9,..,6.4,..,..,6.5,..,..,..,..,..
Pakistan,PAK,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",SI.SPR.PC40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.65,..,..,..,..,2.83,..,..,..,..,..
Pakistan,PAK,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",SI.SPR.PCAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.68,..,..,..,..,4.98,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
